,Campus,Term,Course Code,Course Title,Course Description,Activity Type,Section,Credits,Days,Time,Building,Room,Instructor,Credit,GenEd Requirements,Registration Code,enrollCount,enrollMaximum,myPlanLink,index,mean,median,sd,fourpointo_per,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Start,End,prefix,Matched_Name,Name,Rating,Difficulty,Link,Department,Instructor Name,amount_learned_median,grading_techniques_median,instructors_contribution_median,instructors_effectiveness_median,instuctors_interest_median,the_course_as_a_whole_median,the_course_content_median,Clean_Course_Code,UUID
73,Seattle,Spring 2025,ANTH   569,Special Topics in Sociocultural Anthropology,Delineation and analysis of a specific topic or set of related topics in sociocultural anthropology.,lecture,A,3-5,TTh,2:30 PM - 5:20 PM,THO,217,Arzoo Osanloo,3-5,,10341,2,3,https://course-app-api.planning.sis.uw.edu/api/courses/ANTH%20569/details,ANTH569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,17:20,ANTH,No Match,Arzoo Osanloo,4.1,3.4,https://www.ratemyprofessors.com/professor/161156,Anthropology,,,,,,,,,ANTH569,ANTH569ASpring2025
74,Seattle,Summer 2025,ARCHY  205,Principles of Archaeology,"Techniques, methods, and goals of archaeological research. Excavation and dating of archaeological materials. General problems encountered in explaining archaeological phenomena.",lecture,A,5,MWF,10:50 AM - 12:30 PM,ART,317,ALEC IACOBUCCI,5,SSc,10136,0,40,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20205/details,ARCHY205,3.386319845857418,3.7,0.8926944674128402,27.9383429672447,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,3.0,3.0,6.0,4.0,4.0,8.0,9.0,6.0,16.0,14.0,9.0,12.0,12.0,18.0,25.0,22.0,46.0,55.0,58.0,145.0,10:50,12:30,ARCHY,Alec Iacobucci,Alec  Iacobucci,5.0,3.0,https://www.ratemyprofessors.com/professor/2887440,Languages,Alec Iacobucci,4.335,4.335,4.415,4.375,4.375,4.315,4.315,ARCHY205,ARCHY205ASummer2025
75,Seattle,Spring 2025,ARCHY  205,Principles of Archaeology,"Techniques, methods, and goals of archaeological research. Excavation and dating of archaeological materials. General problems encountered in explaining archaeological phenomena.",lecture,A,5,MTWF,9:30 AM - 10:20 AM,FSH,102,Ben Fitzhugh,5,SSc,10430,47,150,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20205/details,ARCHY205,3.386319845857418,3.7,0.8926944674128402,27.9383429672447,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,3.0,3.0,6.0,4.0,4.0,8.0,9.0,6.0,16.0,14.0,9.0,12.0,12.0,18.0,25.0,22.0,46.0,55.0,58.0,145.0,09:30,10:20,ARCHY,Ben Fitzhugh,Ben Fitzhugh,4.1,2.8,https://www.ratemyprofessors.com/professor/365576,Anthropology,Ben Fitzhugh,4.77,4.78,4.8666666667,4.67,4.8466666667,4.7666666667,4.7933333333,ARCHY205,ARCHY205ASpring2025
76,Seattle,Spring 2025,ARCHY  212,Introduction To Ancient Egyptian Archaeology,"Survey of the archaeology, art, and architecture of ancient Egypt from the prehistoric cultures of the Nile Valley ( c. 10, 000 BCE) until the end of the New Kingdom ( c.1000 BCE), exploring Egyptian gods, divine kings, pyramids, temples, mummification, society, government, religion, medicine, magic, sex, childbirth, and death.",lecture,A,5,MW,1:30 PM - 3:20 PM,FSH,102,CORINNA NICHOLS,5,"SSc, A&H",10437,75,75,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20212/details,ARCHY212,3.6568807339449543,4.0,0.801874749705947,68.80733944954129,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,4.0,75.0,13:30,15:20,ARCHY,Corinna Nichols,,,,,,Corinna Nichols,5.0,4.93,5.0,5.0,5.0,4.86,4.94,ARCHY212,ARCHY212ASpring2025
77,Seattle,Spring 2025,ARCHY  234,Trash and Dirt,"How do we develop a sense of disgust? What is the life cycle of cultural objects? How do people ""clean up""? Where does your trash go? What can sh*t tell us about human history? What is considered ""dirty"" in different cultural contexts and different historical moments? Archaeologically centered exploration of diversity of human practices in defining and handling dirty stuff.",lecture,A,5,MW,10:30 AM - 12:20 PM,BRK,007,Peter Lape,5,SSc,10442,40,40,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20234/details,ARCHY234,3.7672955974842766,4.0,0.6974794562332358,75.47169811320755,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,1.0,5.0,2.0,9.0,120.0,10:30,12:20,ARCHY,Peter Lape,Peter Lape,4.5,2.3,https://www.ratemyprofessors.com/professor/340754,Anthropology,Peter Lape,4.86,4.96,4.92,4.88,4.92,4.96,4.88,ARCHY234,ARCHY234ASpring2025
78,Seattle,Spring 2025,ARCHY  369,Special Problems in Archaeology                                                                                         ,Delineation and analysis of a specific problem or related problems in archaeology focusing on developing research and scholarly communication skills.,lecture,A,5,MW,12:30 PM - 2:20 PM,BRK,007,Sara L Gonzalez,3-6,SSc,10444,10,10,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20369/details,ARCHY369,3.313366336633663,3.8,1.0975082283709883,40.099009900990104,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,3.0,2.0,3.0,5.0,8.0,5.0,9.0,8.0,10.0,12.0,18.0,81.0,12:30,14:20,ARCHY,Sara L Gonzalez,Sara Gonzalez,2.4,2.6,https://www.ratemyprofessors.com/professor/2569255,Anthropology,Sara L Gonzalez,4.1,4.5,4.36,4.5,4.5,4.17,4.5,ARCHY369,ARCHY369ASpring2025
79,Seattle,Spring 2025,ARCHY  369,Special Problems in Archaeology                                                                                         ,Delineation and analysis of a specific problem or related problems in archaeology focusing on developing research and scholarly communication skills.,lecture,B,5,TTh,1:30 PM - 3:20 PM,ART,317,None,3-6,SSc,10445,16,20,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20369/details,ARCHY369,3.313366336633663,3.8,1.0975082283709883,40.099009900990104,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,3.0,2.0,3.0,5.0,8.0,5.0,9.0,8.0,10.0,12.0,18.0,81.0,13:30,15:20,ARCHY,No Match,,,,,,,,,,,,,,ARCHY369,ARCHY369BSpring2025
80,Seattle,Spring 2025,ARCHY  469,Special Studies in Archaeology,"Archaeological topics, either methodological or substantive in content, of current interest. Topics vary.",lecture,A,3,T,11:30 AM - 1:20 PM,MUS,219,Marcos Llobera,3-6,SSc,10447,8,16,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20469/details,ARCHY469,3.66,4.0,0.8676404785393544,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,18.0,11:30,13:20,ARCHY,Marcos Llobera,Marcos Llobera,1.8,4.6,https://www.ratemyprofessors.com/professor/1543011,Anthropology,Marcos Llobera,5.0,4.92,5.0,4.92,5.0,4.92,4.92,ARCHY469,ARCHY469ASpring2025
81,Seattle,Spring 2025,ARCHY  484,Archaeological GIS,"Teaches students the basics of GIS through a series of hands-on tutorials using archaeological datasets, and provides them with a critical view of the application of this tool within the field of archaeology.",lecture,A,5,MW,1:30 PM - 4:20 PM,SIG,229,Marcos Llobera,5,"NSc, SSc",10448,7,16,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20484/details,ARCHY484,2.741666666666667,3.65,1.6111374518919512,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,13:30,16:20,ARCHY,Marcos Llobera,Marcos Llobera,1.8,4.6,https://www.ratemyprofessors.com/professor/1543011,Anthropology,Marcos Llobera,5.0,4.92,5.0,4.92,5.0,4.92,4.92,ARCHY484,ARCHY484ASpring2025
82,Seattle,Spring 2025,ARCHY  499,Undergraduate Research                                                                                                  ,,lecture,A,1-25,,,,,None,1-25,,10450,1,20,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20499/details,ARCHY499,3.9148936170212765,4.0,0.3978552732714447,93.61702127659575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,,,ARCHY,No Match,,,,,,,,,,,,,,ARCHY499,ARCHY499ASpring2025
83,Seattle,Spring 2025,ARCHY  573,Indigenous Archaeology,"Examines theory, method, and ethical issues raised by indigenous approaches to archaeological practice.",lecture,A,5,MW,12:30 PM - 2:20 PM,BRK,007,Sara L Gonzalez,5,,10451,8,10,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20573/details,ARCHY573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30,14:20,ARCHY,Sara L Gonzalez,Sara Gonzalez,2.4,2.6,https://www.ratemyprofessors.com/professor/2569255,Anthropology,Sara L Gonzalez,4.1,4.5,4.36,4.5,4.5,4.17,4.5,ARCHY573,ARCHY573ASpring2025
84,Seattle,Spring 2025,ARCHY  599,Teaching Archaeology                                                                                                    ,"Provides instruction in archaeological pedagogy. Includes syllabus development, text selection, lesson planning and delivery, lab section planning, assessment and grading strategies, technological support, staff management, and troubleshooting.",lecture,A,3,T,9:00 AM - 10:20 AM,THO,202,Ben Fitzhugh,2-6,,10452,6,15,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20599/details,ARCHY599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,10:20,ARCHY,Ben Fitzhugh,Ben Fitzhugh,4.1,2.8,https://www.ratemyprofessors.com/professor/365576,Anthropology,Ben Fitzhugh,4.77,4.78,4.8666666667,4.67,4.8466666667,4.7666666667,4.7933333333,ARCHY599,ARCHY599ASpring2025
85,Seattle,Summer 2025,BIO A  201,Principles of Biological Anthropology,"Evolution and adaptation of the human species. Evidence from fossil record and living populations of monkeys, apes, and humans. Interrelationships between human physical and cultural variation and environment; role of natural selection in shaping our evolutionary past, present, and future.",lecture,A,5,MW,9:40 AM - 11:50 AM,DEN,259,Christine M. Harper,5,NSc,10410,0,40,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20201/details,BIOA201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:40,11:50,BIOA,No Match,,,,,,,,,,,,,,BIOA201,BIOA201ASummer2025
86,Seattle,Spring 2025,BIO A  201,Principles of Biological Anthropology,"Evolution and adaptation of the human species. Evidence from fossil record and living populations of monkeys, apes, and humans. Interrelationships between human physical and cultural variation and environment; role of natural selection in shaping our evolutionary past, present, and future.",lecture,A,5,TTh,1:30 PM - 3:20 PM,FSH,102,Christine M. Harper,5,NSc,11170,77,100,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20201/details,BIOA201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:30,15:20,BIOA,No Match,,,,,,,,,,,,,,BIOA201,BIOA201ASpring2025
87,Seattle,Spring 2025,BIO A  208,Sex and Evolution,"Addresses the evolution of sexual reproduction and mating behavior, particularly as exhibited by humans. Focuses on concepts such as natural selection, sexual selection, and kin selection. Demonstrates how evolution can inform our understanding of sexual strategies, conflict, and orientation, as well as marriage, parenthood, and mate preferences.",lecture,B,5,MWF,10:00 AM - 11:20 AM,SMI,304,Alex Hill,5,"SSc, NSc",11175,40,40,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20208/details,BIOA208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,11:20,BIOA,Alex Hill,Alex Hill,3.0,3.3,https://www.ratemyprofessors.com/professor/2032487,Anthropology,Alex Hill,3.8028571429,3.5714285714,4.0242857143,3.71,3.8785714286,3.6985714286,3.9428571429,BIOA208,BIOA208BSpring2025
88,Seattle,Summer 2025,BIO A  348,Evolutionary Biology and Human Diversity,Examines human biological diversity in the context of our primate history with modern evolutionary theory as the framework.,lecture,A,5,TTh,9:40 AM - 11:50 AM,DEN,410,Alex Hill,5,NSc,10411,0,36,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20348/details,BIOA348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:40,11:50,BIOA,Alex Hill,Alex Hill,3.0,3.3,https://www.ratemyprofessors.com/professor/2032487,Anthropology,Alex Hill,3.8028571429,3.5714285714,4.0242857143,3.71,3.8785714286,3.6985714286,3.9428571429,BIOA348,BIOA348ASummer2025
89,Seattle,Spring 2025,BIO A  355,Evolutionary Medicine and Public Health,"Explores evolutionary causes of health and disease. Considers how natural selection and the legacies of our human, primate, mammalian and bacterial ancestries have shaped our biology. Topics include mental disorders, aging, cancer, diet, obesity, diabetes, infectious diseases, racism, and health differences between human groups.",lecture,A,3,MW,11:30 AM - 12:50 PM,PAA,A114,Dan T.A. Eisenberg,3,NSc,11176,58,70,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20355/details,BIOA355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30,12:50,BIOA,Dan Eisenberg,,,,,,Dan Eisenberg,3.5433333333,2.5433333333,3.5133333333,3.5233333333,3.2133333333,3.37,3.73,BIOA355,BIOA355ASpring2025
90,Seattle,Spring 2025,BIO A  370,The Nonhuman Primates,"Origins, major evolutionary trends, and modern taxonomic relationships of the nonhuman primates. Their distribution and habitat in relation to behavioral and morphological adaptations and their status as endangered species.",lecture,A,5,TTh,1:30 PM - 3:20 PM,THO,125,Andrea Duncan,5,NSc,11177,39,40,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20370/details,BIOA370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:30,15:20,BIOA,Andrea Duncan,Andrea Duncan,3.0,3.6,https://www.ratemyprofessors.com/professor/2314494,Anthropology,Andrea Duncan,4.475,4.475,4.765,4.705,4.485,4.435,4.615,BIOA370,BIOA370ASpring2025
91,Seattle,Spring 2025,BIO A  423,Social Networks and Health: Biocultural Perspectives,"Examines the many ways that social interactions positively and negatively influence our health, and vice versa.. Considers why such influences are important to understand, how one measures them, what recent research has shown, and explores how they relate to other health determinants, both biological and cultural.",lecture,A,5,TTh,10:30 AM - 12:20 PM,ARC,160,Steven M. Goodreau,5,SSc,11178,20,25,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20423/details,BIOA423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30,12:20,BIOA,Steven M. Goodreau,Steve Goodreau,3.9,2.8,https://www.ratemyprofessors.com/professor/995188,Anthropology,Steven M. Goodreau,4.46,4.62,4.72,4.55,4.71,4.4,4.43,BIOA423,BIOA423ASpring2025
92,Seattle,Spring 2025,BIO A  459,Laboratory Methods in Anthropological Genetics,"Introduction to the theory and methods of laboratory-based research in anthropological genetics. Covers laboratory methods for sample collection, DNA extraction, genotyping, analysis, emerging molecular genetics technologies, and their application in anthropological, biodemographic, and epidemiological research. Student design and carry out a laboratory-based project.",lecture,A,5,MW,2:30 PM - 5:20 PM,LSB,401,Dan T.A. Eisenberg,5,NSc,11179,6,8,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20459/details,BIOA459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,17:20,BIOA,Dan Eisenberg,,,,,,Dan Eisenberg,3.5433333333,2.5433333333,3.5133333333,3.5233333333,3.2133333333,3.37,3.73,BIOA459,BIOA459ASpring2025
93,Seattle,Spring 2025,BIO A  469,Special Topics in Biological Anthropology,Delineation and analysis of a specific problem or a more general area in biological anthropology. Offered occasionally by visiting or resident faculty.,lecture,A,5,MWF,1:00 PM - 2:20 PM,DEN,410,Alex Hill,3-5,NSc,11181,9,30,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20469/details,BIOA469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00,14:20,BIOA,Alex Hill,Alex Hill,3.0,3.3,https://www.ratemyprofessors.com/professor/2032487,Anthropology,Alex Hill,3.8028571429,3.5714285714,4.0242857143,3.71,3.8785714286,3.6985714286,3.9428571429,BIOA469,BIOA469ASpring2025
94,Seattle,Summer 2025,BIO A  484,Applied Human Growth and Development,"Examination of cultural, ecological, and evolutionary factors influencing variation in human growth and development from fetal life to adolescence. Quantification of variation in growth and nutritional status using basic computational software and statistical assessment.",lecture,A,5,,,,,Melanie Martin,5,NSc,10413,0,40,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20484/details,BIOA484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOA,Melanie Martin,Melanie Martin,4.1,2.9,https://www.ratemyprofessors.com/professor/2601446,Anthropology,Melanie Martin,4.3166666667,4.07,4.64,4.33,4.72,4.535,4.155,BIOA484,BIOA484ASummer2025
95,Seattle,Spring 2025,BIO A  487,Human and Comparative Osteology,"Introduction to the vertebrate skeleton. The skeleton is described in detail and various methods of determining age and sex, as well as osteometry and modern statistical methods for handling such data, are presented.",lecture,A,5,TTh,8:30 AM - 10:20 AM,DEN,410,MIGUEL OCHOA,5,NSc,21280,30,30,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20487/details,BIOA487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30,10:20,BIOA,Miguel Ochoa,Miguel Ochoa,3.6,3.3,https://www.ratemyprofessors.com/professor/3035784,Anthropology,Miguel Ochoa,4.91,4.465,4.785,4.305,4.82,4.365,4.71,BIOA487,BIOA487ASpring2025
96,Seattle,Spring 2025,BIO A  502,Preceptorial Reading,"For beginning graduate students who have not had adequate training in the study of primate principles and methods involved in the study of evolution, human genetics, and the evolution of modern populations. Not open to graduate students in the biological anthropology program.",lecture,A,6,,,,,None,6,,11184,0,5,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20502/details,BIOA502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOA,No Match,,,,,,,,,,,,,,BIOA502,BIOA502ASpring2025
97,Seattle,Spring 2025,BIO A  523,Social Networks and Health: Biocultural Perspectives,"Examines the many ways that social interactions positively and negatively influence our health, and vice versa. Considers why such influences are important to understand, how one measures them, what recent research has shown, and explores how they relate to other health determinants, both biological and cultural",lecture,A,5,TTh,10:30 AM - 12:20 PM,ARC,160,Steven M. Goodreau,5,,11185,2,5,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20523/details,BIOA523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30,12:20,BIOA,Steven M. Goodreau,Steve Goodreau,3.9,2.8,https://www.ratemyprofessors.com/professor/995188,Anthropology,Steven M. Goodreau,4.46,4.62,4.72,4.55,4.71,4.4,4.43,BIOA523,BIOA523ASpring2025
98,Seattle,Spring 2025,BIO A  559,Laboratory Methods in Anthropological Genetics,"Introduction to the theory and methods of laboratory-based research in anthropological genetics. Covers laboratory methods for sample collection, DNA extraction, genotyping, analysis, emerging molecular genetics technologies, and their application in anthropological, biodemographic, and epidemiological research. Student design and carry out a laboratory-based project.",lecture,A,5,MW,2:30 PM - 5:20 PM,LSB,401,Dan T.A. Eisenberg,5,,11186,3,1,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20559/details,BIOA559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,17:20,BIOA,Dan Eisenberg,,,,,,Dan Eisenberg,3.5433333333,2.5433333333,3.5133333333,3.5233333333,3.2133333333,3.37,3.73,BIOA559,BIOA559ASpring2025
99,Seattle,Summer 2025,AMATH  301,Beginning Scientific Computing,"Introduction to the use of computers to solve problems arising in the physical, biological, and engineering sciences. Application of mathematical judgment, programming architecture, and flow control in solving scientific problems. Introduction to MATLAB or Python routines for numerical programming, computation, and visualization.",lecture,A,4,MWThF,2:20 PM - 3:20 PM,SMI,211,None,4,NSc,10052,0,95,https://course-app-api.planning.sis.uw.edu/api/courses/AMATH%20301/details,AMATH301,3.480182392143108,3.8,0.8111984338234146,36.2504384426517,142.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,13.0,9.0,6.0,8.0,15.0,12.0,16.0,7.0,17.0,13.0,13.0,26.0,36.0,31.0,37.0,48.0,54.0,66.0,67.0,74.0,119.0,112.0,191.0,174.0,188.0,194.0,258.0,343.0,373.0,437.0,511.0,2067.0,14:20,15:20,AMATH,No Match,,,,,,,,,,,,,,AMATH301,AMATH301ASummer2025
100,Seattle,Spring 2025,AMATH  301,Beginning Scientific Computing,"Introduction to the use of computers to solve problems arising in the physical, biological, and engineering sciences. Application of mathematical judgment, programming architecture, and flow control in solving scientific problems. Introduction to MATLAB or Python routines for numerical programming, computation, and visualization.",lecture,A,4,MTWF,8:30 AM - 9:20 AM,KNE,210,MATTHEW FARKAS,4,NSc,10203,67,200,https://course-app-api.planning.sis.uw.edu/api/courses/AMATH%20301/details,AMATH301,3.480182392143108,3.8,0.8111984338234146,36.2504384426517,142.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,13.0,9.0,6.0,8.0,15.0,12.0,16.0,7.0,17.0,13.0,13.0,26.0,36.0,31.0,37.0,48.0,54.0,66.0,67.0,74.0,119.0,112.0,191.0,174.0,188.0,194.0,258.0,343.0,373.0,437.0,511.0,2067.0,08:30,09:20,AMATH,No Match,Matthew Farkas,1.9000000000000001,4.1,https://www.ratemyprofessors.com/professor/3048362,Applied Mathematics,,,,,,,,,AMATH301,AMATH301ASpring2025
101,Seattle,Spring 2025,AMATH  301,Beginning Scientific Computing,"Introduction to the use of computers to solve problems arising in the physical, biological, and engineering sciences. Application of mathematical judgment, programming architecture, and flow control in solving scientific problems. Introduction to MATLAB or Python routines for numerical programming, computation, and visualization.",lecture,B,4,MTWF,9:30 AM - 10:20 AM,GWN,301,MATTHEW FARKAS,4,NSc,10204,160,200,https://course-app-api.planning.sis.uw.edu/api/courses/AMATH%20301/details,AMATH301,3.480182392143108,3.8,0.8111984338234146,36.2504384426517,142.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,13.0,9.0,6.0,8.0,15.0,12.0,16.0,7.0,17.0,13.0,13.0,26.0,36.0,31.0,37.0,48.0,54.0,66.0,67.0,74.0,119.0,112.0,191.0,174.0,188.0,194.0,258.0,343.0,373.0,437.0,511.0,2067.0,09:30,10:20,AMATH,No Match,Matthew Farkas,1.9000000000000001,4.1,https://www.ratemyprofessors.com/professor/3048362,Applied Mathematics,,,,,,,,,AMATH301,AMATH301BSpring2025
102,Seattle,Spring 2025,AMATH  301,Beginning Scientific Computing,"Introduction to the use of computers to solve problems arising in the physical, biological, and engineering sciences. Application of mathematical judgment, programming architecture, and flow control in solving scientific problems. Introduction to MATLAB or Python routines for numerical programming, computation, and visualization.",lecture,C,4,MTWF,3:30 PM - 4:20 PM,KNE,110,MATTHEW FARKAS,4,NSc,10205,116,200,https://course-app-api.planning.sis.uw.edu/api/courses/AMATH%20301/details,AMATH301,3.480182392143108,3.8,0.8111984338234146,36.2504384426517,142.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,13.0,9.0,6.0,8.0,15.0,12.0,16.0,7.0,17.0,13.0,13.0,26.0,36.0,31.0,37.0,48.0,54.0,66.0,67.0,74.0,119.0,112.0,191.0,174.0,188.0,194.0,258.0,343.0,373.0,437.0,511.0,2067.0,15:30,16:20,AMATH,No Match,Matthew Farkas,1.9000000000000001,4.1,https://www.ratemyprofessors.com/professor/3048362,Applied Mathematics,,,,,,,,,AMATH301,AMATH301CSpring2025
103,UW PROFESSIONAL AND CONTINUING EDUCATION,Summer 2025,AMATH  301,Beginning Scientific Computing,"Introduction to the use of computers to solve problems arising in the physical, biological, and engineering sciences. Application of mathematical judgment, programming architecture, and flow control in solving scientific problems. Introduction to MATLAB or Python routines for numerical programming, computation, and visualization.",lecture,B,4,MWThF,2:20 PM - 3:20 PM,SMI,111,None,4,NSc,10053,0,5,https://course-app-api.planning.sis.uw.edu/api/courses/AMATH%20301/details,AMATH301,3.480182392143108,3.8,0.8111984338234146,36.2504384426517,142.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,13.0,9.0,6.0,8.0,15.0,12.0,16.0,7.0,17.0,13.0,13.0,26.0,36.0,31.0,37.0,48.0,54.0,66.0,67.0,74.0,119.0,112.0,191.0,174.0,188.0,194.0,258.0,343.0,373.0,437.0,511.0,2067.0,14:20,15:20,AMATH,No Match,,,,,,,,,,,,,,AMATH301,AMATH301BSummer2025
104,Seattle,Summer 2025,AMATH  351,Introduction to Differential Equations and Applications,"Introductory survey of ordinary differential equations; linear and nonlinear equations; Taylor series; and. Laplace transforms. Emphasizes on formulation, solution, and interpretation of results. Examples drawn from physical and biological sciences and engineering.",lecture,A,3,MWF,1:10 PM - 2:10 PM,GWN,301,None,3,NSc,10054,0,60,https://course-app-api.planning.sis.uw.edu/api/courses/AMATH%20351/details,AMATH351,3.479767827529022,3.8,0.7995989536799846,30.016583747927033,26.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,0.0,2.0,7.0,5.0,1.0,13.0,6.0,9.0,12.0,7.0,12.0,14.0,19.0,18.0,10.0,31.0,23.0,33.0,37.0,35.0,51.0,60.0,112.0,127.0,154.0,362.0,13:10,14:10,AMATH,No Match,,,,,,,,,,,,,,AMATH351,AMATH351ASummer2025
